name,japanese_name,abilities,type1,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary
Mime Jr.,Maneneマネネ,"['Soundproof', 'Filter', 'Technician']",psychic,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,45,1000000,0.6,20,50,439,70,90,60,13,4,0
Happiny,Pinpukuピンプク,"['Natural Cure', 'Serene Grace', 'Friend Guard']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,5,800000,0.6,100,0,440,15,65,30,24.4,4,0
Chatot,Perapペラップ,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,45,1059860,0.5,76,50,441,92,42,91,1.9,4,0
Spiritomb,Mikarugeミカルゲ,"['Pressure', 'Infiltrator']",ghost,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,108,1000000,1,50,50,442,92,108,35,108,4,0
Gible,Fukamaruフカマル,"['Sand Veil', 'Rough Skin']",dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,45,1250000,0.7,58,50,443,40,45,42,20.5,4,0
Gabite,Gabiteガバイト,"['Sand Veil', 'Rough Skin']",dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,65,1250000,1.4,68,50,444,50,55,82,56,4,0
Garchomp,Gaburiasガブリアス,"['Sand Veil', 'Rough Skin']",dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,115,1250000,1.9,108,50,445,120,95,92,95,4,0
Munchlax,Gonbeゴンベ,"['Pickup', 'Thick Fat', 'Gluttony']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,40,1250000,0.6,135,88.1,446,40,85,5,105,4,0
Riolu,Rioluリオル,"['Steadfast', 'Inner Focus', 'Prankster']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,40,1059860,0.7,40,88.1,447,35,40,60,20.2,4,0
Lucario,Lucarioルカリオ,"['Steadfast', 'Inner Focus', 'Justified']",fighting,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,88,1059860,1.2,70,88.1,448,140,70,112,54,4,0
Hippopotas,Hippopotasヒポポタス,"['Sand Stream', 'Sand Force']",ground,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,78,1250000,0.8,68,50,449,38,42,32,49.5,4,0
Hippowdon,Kabaldonカバルドン,"['Sand Stream', 'Sand Force']",ground,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,118,1250000,2,108,50,450,68,72,47,300,4,0
Skorupi,Scorupiスコルピ,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,90,1250000,0.8,40,50,451,30,55,65,12,4,0
Drapion,Dorapionドラピオン,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,110,1250000,1.3,70,50,452,60,75,95,61.5,4,0
Croagunk,Gureggruグレッグル,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,40,1000000,0.7,48,50,453,61,40,50,23,4,0
Toxicroak,Dokurogドクロッグ,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,65,1000000,1.3,83,50,454,86,65,85,44.4,4,0
Carnivine,Muskippaマスキッパ,['Levitate'],grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,72,1250000,1.4,74,50,455,90,72,46,27,4,0
Finneon,Keikouoケイコウオ,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,56,600000,0.4,49,50,456,49,61,66,7,4,0
Lumineon,Neolantネオラント,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,76,600000,1.2,69,50,457,69,86,91,24,4,0
Mantyke,Tamantaタマンタ,"['Swift Swim', 'Water Absorb', 'Water Veil']",water,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,50,1250000,1,45,50,458,60,120,50,65,4,0
Snover,Yukikaburiユキカブリ,"['Snow Warning', 'Soundproof']",grass,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,50,1250000,1,60,50,459,62,60,40,50.5,4,0
Abomasnow,Yukinoohユキノオー,"['Snow Warning', 'Soundproof']",grass,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,105,1250000,2.2,90,50,460,132,105,30,135.5,4,0
Weavile,Manyulaマニューラ,"['Pressure', 'Pickpocket']",dark,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,65,1059860,1.1,70,50,461,45,85,125,34,4,0
Magnezone,Jibacoilジバコイル,"['Magnet Pull', 'Sturdy', 'Analytic']",electric,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,115,1000000,1.2,70,NA,462,130,90,60,180,4,0
Lickilicky,Berobeltベロベルト,"['Own Tempo', 'Oblivious', 'Cloud Nine']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,95,1000000,1.7,110,50,463,80,95,50,140,4,0
Rhyperior,Dosidonドサイドン,"['Lightningrod', 'Solid Rock', 'Reckless']",ground,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,130,1250000,2.4,115,50,464,55,55,40,282.8,4,0
Tangrowth,Mojumboモジャンボ,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,125,1000000,2,100,50,465,110,50,50,128.6,4,0
Electivire,Elekibleエレキブル,"['Motor Drive', 'Vital Spirit']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,67,1000000,1.8,75,75.4,466,95,85,95,138.6,4,0
Magmortar,Booburnブーバーン,"['Flame Body', 'Vital Spirit']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,67,1000000,1.6,75,75.4,467,125,95,83,68,4,0
Togekiss,Togekissトゲキッス,"['Hustle', 'Serene Grace', 'Super Luck']",fairy,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,95,800000,1.5,85,88.1,468,120,115,80,38,4,0
Yanmega,Megayanmaメガヤンマ,"['Speed Boost', 'Tinted Lens', 'Frisk']",bug,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,86,1000000,1.9,86,50,469,116,56,95,51.5,4,0
Leafeon,Leafiaリーフィア,"['Leaf Guard', 'Chlorophyll']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,130,1000000,1,65,88.1,470,60,65,95,25.5,4,0
Glaceon,Glaciaグレイシア,"['Snow Cloak', 'Ice Body']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,110,1000000,0.8,65,88.1,471,130,95,65,25.9,4,0
Gliscor,Glionグライオン,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",ground,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,125,1059860,2,75,50,472,45,75,95,42.5,4,0
Mamoswine,Mammooマンムー,"['Oblivious', 'Snow Cloak', 'Thick Fat']",ice,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,80,1250000,2.5,110,50,473,70,60,80,291,4,0
Porygon-Z,Porygon-zポリゴンＺ,"['Adaptability', 'Download', 'Analytic']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,70,1000000,0.9,85,NA,474,135,75,90,34,4,0
Gallade,Erureidoエルレイド,"['Steadfast', 'Justified']",psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,95,1250000,1.6,68,100,475,65,115,110,52,4,0
Probopass,Dainoseダイノーズ,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,145,1000000,1.4,60,50,476,75,150,40,340,4,0
Dusknoir,Yonoirヨノワール,"['Pressure', 'Frisk']",ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,135,800000,2.2,45,50,477,65,135,45,106.6,4,0
Froslass,Yukimenokoユキメノコ,"['Snow Cloak', 'Cursed Body']",ice,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,70,1000000,1.3,70,0,478,80,70,110,26.6,4,0
Rotom,Rotomロトム,['Levitate'],electric,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,107,1000000,0.3,50,NA,479,105,107,86,0.3,4,0
Uxie,Yuxieユクシー,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,130,1250000,0.3,75,NA,480,75,130,95,0.3,4,1
Mesprit,Emritエムリット,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,105,1250000,0.3,80,NA,481,105,105,80,0.3,4,1
Azelf,Agnomeアグノム,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,70,1250000,0.3,75,NA,482,125,70,115,0.3,4,1
Dialga,Dialgaディアルガ,"['Pressure', 'Telepathy']",steel,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,120,1250000,5.4,100,NA,483,150,100,90,683,4,1
Palkia,Palkiaパルキア,"['Pressure', 'Telepathy']",water,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,100,1250000,4.2,90,NA,484,150,120,100,336,4,1
Heatran,Heatranヒードラン,"['Flash Fire', 'Flame Body']",fire,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,106,1250000,1.7,91,50,485,130,106,77,430,4,1
Regigigas,Regigigasレジギガス,['Slow Start'],normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,110,1250000,3.7,110,NA,486,80,110,100,420,4,1
Giratina,Giratina (another Forme)ギラティナ,"['Pressure', 'Telepathy', 'Levitate']",ghost,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,100,1250000,4.5,150,NA,487,120,100,90,750,4,1
Cresselia,Cresseliaクレセリア,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,120,1250000,1.5,120,0,488,75,130,85,85.6,4,1
Phione,Phioneフィオネ,['Hydration'],water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,80,1250000,0.4,80,NA,489,80,80,80,3.1,4,0
Manaphy,Manaphyマナフィ,['Hydration'],water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,100,1250000,0.3,100,NA,490,100,100,100,1.4,4,1
Darkrai,Darkraiダークライ,['Bad Dreams'],dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,90,1250000,1.5,70,NA,491,135,90,125,50.5,4,1
Shaymin,Shaymin (sky Forme)シェイミ,"['Natural Cure', 'Serene Grace']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,75,1059860,0.2,100,NA,492,120,75,127,2.1,4,1
Arceus,Arceusアルセウス,['Multitype'],normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,120,1250000,3.2,120,NA,493,120,120,120,320,4,1
Victini,Victiniビクティニ,['Victory Star'],psychic,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,100,1250000,0.4,100,NA,494,100,100,100,4,5,1
Snivy,Tsutarjaツタージャ,"['Overgrow', 'Contrary']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,55,1059860,0.6,45,88.1,495,45,55,63,8.1,5,0
Servine,Janovyジャノビー,"['Overgrow', 'Contrary']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,75,1059860,0.8,60,88.1,496,60,75,83,16,5,0
Serperior,Jalordaジャローダ,"['Overgrow', 'Contrary']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,95,1059860,3.3,75,88.1,497,75,95,113,63,5,0
Tepig,Pokabuポカブ,"['Blaze', 'Thick Fat']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,45,1059860,0.5,65,88.1,498,45,45,45,9.9,5,0
Pignite,Chaobooチャオブー,"['Blaze', 'Thick Fat']",fire,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,55,1059860,1,90,88.1,499,70,55,55,55.5,5,0
Emboar,Enbuohエンブオー,"['Blaze', 'Reckless']",fire,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,65,1059860,1.6,110,88.1,500,100,65,65,150,5,0
Oshawott,Mijumaruミジュマル,"['Torrent', 'Shell Armor']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,45,1059860,0.5,55,88.1,501,63,45,45,5.9,5,0
Dewott,Futachimaruフタチマル,"['Torrent', 'Shell Armor']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,60,1059860,0.8,75,88.1,502,83,60,60,24.5,5,0
Samurott,Daikenkiダイケンキ,"['Torrent', 'Shell Armor']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,85,1059860,1.5,95,88.1,503,108,70,70,94.6,5,0
Patrat,Minezumiミネズミ,"['Run Away', 'Keen Eye', 'Analytic']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,39,1000000,0.5,45,50,504,35,39,42,11.6,5,0
Watchog,Miruhogミルホッグ,"['Illuminate', 'Keen Eye', 'Analytic']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,69,1000000,1.1,60,50,505,60,69,77,27,5,0
Lillipup,Yorterrieヨーテリー,"['Vital Spirit', 'Pickup', 'Run Away']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,45,1059860,0.4,45,50,506,25,45,55,4.1,5,0
Herdier,Herderrieハーデリア,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,65,1059860,0.9,65,50,507,35,65,60,14.7,5,0
Stoutland,Moolandムーランド,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,90,1059860,1.2,85,50,508,45,90,80,61,5,0
Purrloin,Choronekoチョロネコ,"['Limber', 'Unburden', 'Prankster']",dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,37,1000000,0.4,41,50,509,50,37,66,10.1,5,0
Liepard,Lepardasレパルダス,"['Limber', 'Unburden', 'Prankster']",dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,50,1000000,1.1,64,50,510,88,50,106,37.5,5,0
Pansage,Yanappuヤナップ,"['Gluttony', 'Overgrow']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,48,1000000,0.6,50,88.1,511,53,48,64,10.5,5,0
Simisage,Yanakkieヤナッキー,"['Gluttony', 'Overgrow']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,63,1000000,1.1,75,88.1,512,98,63,101,30.5,5,0
Pansear,Baoppuバオップ,"['Gluttony', 'Blaze']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,48,1000000,0.6,50,88.1,513,53,48,64,11,5,0
Simisear,Baokkieバオッキー,"['Gluttony', 'Blaze']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,63,1000000,1,75,88.1,514,98,63,101,28,5,0
Panpour,Hiyappuヒヤップ,"['Gluttony', 'Torrent']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,48,1000000,0.6,50,88.1,515,53,48,64,13.5,5,0
Simipour,Hiyakkieヒヤッキー,"['Gluttony', 'Torrent']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,63,1000000,1,75,88.1,516,98,63,101,29,5,0
Munna,Munnaムンナ,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,45,800000,0.6,76,50,517,67,55,24,23.3,5,0
Musharna,Musharnaムシャーナ,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,85,800000,1.1,116,50,518,107,95,29,60.5,5,0
Pidove,Mamepatoマメパト,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,50,1059860,0.3,50,50,519,36,30,43,2.1,5,0
Tranquill,Hatobohハトーボー,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,62,1059860,0.6,62,50,520,50,42,65,15,5,0
Unfezant,Kenhallowケンホロウ,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,80,1059860,1.2,80,50,521,65,55,93,29,5,0
Blitzle,Shimamaシママ,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,32,1000000,0.8,45,50,522,50,32,76,29.8,5,0
Zebstrika,Zebraikaゼブライカ,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,63,1000000,1.6,75,50,523,80,63,116,79.5,5,0
Roggenrola,Dangoroダンゴロ,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,85,1059860,0.4,55,50,524,25,25,15,18,5,0
Boldore,Gantleガントル,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,105,1059860,0.9,70,50,525,50,40,20,102,5,0
Gigalith,Gigaiathギガイアス,"['Sturdy', 'Sand Stream', 'Sand Force']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,130,1059860,1.7,85,50,526,60,80,25,260,5,0
Woobat,Koromoriコロモリ,"['Unaware', 'Klutz', 'Simple']",psychic,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,43,1000000,0.4,65,50,527,55,43,72,2.1,5,0
Swoobat,Kokoromoriココロモリ,"['Unaware', 'Klutz', 'Simple']",psychic,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,55,1000000,0.9,67,50,528,77,55,114,10.5,5,0
Drilbur,Mogurewモグリュー,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,40,1000000,0.3,60,50,529,30,45,68,8.5,5,0
Excadrill,Doryuzuドリュウズ,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,60,1000000,0.7,110,50,530,50,65,88,40.4,5,0
Audino,Tabunneタブンネ,"['Healer', 'Regenerator', 'Klutz']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,126,800000,1.1,103,50,531,80,126,50,31,5,0
Timburr,Dokkorerドッコラー,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,55,1059860,0.6,75,75.4,532,25,35,35,12.5,5,0
Gurdurr,Dotekkotsuドテッコツ,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,85,1059860,1.2,85,75.4,533,40,50,40,40,5,0
Conkeldurr,Roubushinローブシン,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,95,1059860,1.4,105,75.4,534,55,65,45,87,5,0
Tympole,Otamaroオタマロ,"['Swift Swim', 'Hydration', 'Water Absorb']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,40,1059860,0.5,50,50,535,50,40,64,4.5,5,0
Palpitoad,Gamagaruガマガル,"['Swift Swim', 'Hydration', 'Water Absorb']",water,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,55,1059860,0.8,75,50,536,65,55,69,17,5,0
Seismitoad,Gamagerogeガマゲロゲ,"['Swift Swim', 'Poison Touch', 'Water Absorb']",water,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,75,1059860,1.5,105,50,537,85,75,74,62,5,0
Throh,Nagekiナゲキ,"['Guts', 'Inner Focus', 'Mold Breaker']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,85,1000000,1.3,120,100,538,30,85,45,55.5,5,0
Sawk,Dagekiダゲキ,"['Sturdy', 'Inner Focus', 'Mold Breaker']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,75,1000000,1.4,75,100,539,30,75,85,51,5,0
Sewaddle,Kurumiruクルミル,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,70,1059860,0.3,45,50,540,40,60,42,2.5,5,0
Swadloon,Kurumayuクルマユ,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",bug,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,90,1059860,0.5,55,50,541,50,80,42,7.3,5,0
Leavanny,Hahakomoriハハコモリ,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,80,1059860,1.2,75,50,542,70,80,92,20.5,5,0
Venipede,Fushideフシデ,"['Poison Point', 'Swarm', 'Speed Boost']",bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,59,1059860,0.4,30,50,543,30,39,57,5.3,5,0
Whirlipede,Wheegaホイーガ,"['Poison Point', 'Swarm', 'Speed Boost']",bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,99,1059860,1.2,40,50,544,40,79,47,58.5,5,0
Scolipede,Pendrorペンドラー,"['Poison Point', 'Swarm', 'Speed Boost']",bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,89,1059860,2.5,60,50,545,55,69,112,200.5,5,0
Cottonee,Monmenモンメン,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,60,1000000,0.3,40,50,546,37,50,66,0.6,5,0
Whimsicott,Elfuunエルフーン,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,85,1000000,0.7,60,50,547,77,75,116,6.6,5,0
Petilil,Churineチュリネ,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,50,1000000,0.5,45,0,548,70,50,30,6.6,5,0
